ID,marca,modelo,fecha,tipo_cambio,total_km,tipo_combustible,consumo,tipo_motor,tasa,precio
18636,vw, Caddy Maxi Life,2019,Semi-Auto,1374,Diesel,5.08,2.0,145.0,24295
17353,vw, Arteon,2017,Semi-Auto,6502,Petrol,4.99,2.0,145.0,22290
18198,vauxhall, Combo Life,2019,Manual,805,Petrol,5.57,1.2,145.0,16000
16125,merc, CLA Class,2017,Automatic,10626,Petrol,4.41,1.6,145.0,17200
16182,vw, Scirocco,2014,Manual,43198,Diesel,3.75,2.0,30.0,12000
14106,ford, Mustang,2020,Automatic,3500,Petrol,10.64,5.0,145.0,42489
12516,skoda, Rapid,2017,Manual,55115,Diesel,3.17,1.6,0.0,7450
15589,vw, Arteon,2019,Semi-Auto,6183,Diesel,4.67,2.0,145.0,23795
17108,merc, X-CLASS,2018,Automatic,9500,Diesel,7.49,3.0,260.0,36790
15995,bmw, 6 Series,2015,Automatic,22797,Diesel,4.74,3.0,160.0,19199
17306,merc, S Class,2015,Automatic,30782,Hybrid,3.66,2.1,20.0,27000
15389,ford, Edge,2017,Manual,45386,Diesel,4.83,2.0,160.0,17000
17200,vw, Scirocco,2011,Semi-Auto,120000,Diesel,4.08,2.0,125.0,5995
16250,merc, GL Class,2015,Automatic,54965,Diesel,4.25,2.1,125.0,15599
17633,vw, Amarok,2017,Automatic,22000,Diesel,6.5,3.0,260.0,26000
12751,vw, Amarok,2018,Automatic,23371,Diesel,6.5,3.0,265.0,30995
16375,audi, SQ7,2017,Automatic,12000,Diesel,6.0,4.0,145.0,52888
14138,merc, M Class,2014,Automatic,37986,Diesel,6.0,3.0,300.0,20499
19006,ford, Grand C-MAX,2016,Manual,28772,Diesel,3.66,1.5,30.0,9999
13168,hyundi, Santa Fe,2009,Manual,95000,Diesel,6.08,2.2,305.0,4495
12962,hyundi, IX20,2017,Manual,12245,Petrol,4.67,1.4,150.0,10000
13937,toyota, Prius,2013,Automatic,33905,Hybrid,3.33,1.8,0.0,11500
14085,vauxhall, Combo Life,2018,Manual,10070,Diesel,4.41,1.5,145.0,15979
14766,bmw, i3,2016,Automatic,25269,Other,0.5,0.6,0.0,17100
14970,toyota, Avensis,2016,Manual,40312,Diesel,5.08,1.6,200.0,10275
18264,ford, Tourneo Custom,2016,Manual,62505,Diesel,5.08,2.0,200.0,15298
16053,bmw, M4,2020,Semi-Auto,101,Petrol,6.92,3.0,145.0,51402
14282,vw, California,2019,Semi-Auto,3544,Diesel,8.08,2.0,260.0,69994
17578,hyundi, I800,2018,Manual,33610,Diesel,7.42,2.5,145.0,16459
12959,vauxhall, Agila,2014,Manual,45400,Petrol,3.91,1.0,20.0,3595
14635,merc, M Class,2015,Semi-Auto,30657,Diesel,6.0,2.1,200.0,23995
15032,audi, A7,2017,Semi-Auto,24337,Diesel,4.25,3.0,150.0,22999
19005,hyundi, I800,2019,Manual,14674,Diesel,7.42,2.5,145.0,18500
13177,skoda, Scala,2020,Manual,1652,Petrol,4.91,1.5,145.0,19952
18255,vauxhall, Zafira Tourer,2016,Manual,44500,Diesel,3.75,1.6,30.0,8850
14720,ford, Mustang,2018,Manual,21632,Petrol,6.66,2.3,145.0,25000
17624,merc, CLA Class,2015,Automatic,32895,Diesel,3.5,2.1,20.0,16250
14174,ford, Galaxy,2017,Manual,36123,Diesel,4.16,2.0,125.0,17958
13816,vauxhall, Combo Life,2019,Manual,7821,Diesel,4.41,1.5,145.0,16990
19544,toyota, Prius,2013,Automatic,68057,Hybrid,3.41,1.8,0.0,14498
19165,toyota, Land Cruiser,2017,Automatic,11356,Diesel,6.16,2.8,145.0,37790
16138,bmw, 6 Series,2014,Semi-Auto,64215,Diesel,4.74,3.0,160.0,17898
16606,ford, Grand Tourneo Connect,2016,Manual,13608,Diesel,3.66,1.5,30.0,13490
13514,toyota, Verso,2017,Semi-Auto,19432,Petrol,5.41,1.8,150.0,16781
15644,merc, CLS Class,2018,Semi-Auto,8123,Diesel,4.83,2.9,145.0,33990
16918,vauxhall, Combo Life,2018,Manual,14066,Diesel,4.41,1.5,145.0,13300
18085,merc, G Class,2018,Semi-Auto,18234,Petrol,10.99,4.0,150.0,135124
13226,vw, Tiguan Allspace,2019,Semi-Auto,3500,Diesel,6.08,2.0,145.0,33290
16908,ford, Grand C-MAX,2011,Automatic,90000,Diesel,4.83,2.0,200.0,5995
14628,bmw, X6,2018,Automatic,35706,Diesel,4.99,3.0,145.0,33450
12058,ford, Edge,2018,Semi-Auto,9412,Diesel,4.91,2.0,150.0,24000
16049,merc, CLA Class,2016,Automatic,30106,Diesel,3.99,2.1,125.0,18500
14951,toyota, Verso,2017,Semi-Auto,6800,Petrol,5.5,1.8,145.0,15495
17375,bmw, M2,2020,Semi-Auto,1501,Petrol,8.08,3.0,145.0,46000
17153,merc, GL Class,2015,Automatic,29520,Diesel,4.25,2.1,125.0,17299
15618,merc, GL Class,2015,Automatic,40659,Diesel,4.16,2.1,125.0,16799
12237,merc, SLK,2014,Semi-Auto,34170,Petrol,5.41,2.0,200.0,13650
15590,bmw, X4,2017,Semi-Auto,22768,Diesel,4.33,2.0,145.0,24500
16631,merc, CLS Class,2016,Automatic,33000,Diesel,4.16,2.1,145.0,19200
13486,toyota, Prius,2017,Automatic,3881,Hybrid,1.0,1.8,135.0,20795
12712,vw, Scirocco,2015,Manual,22442,Diesel,4.25,2.0,20.0,12998
19392,merc, SLK,2016,Automatic,39820,Diesel,3.33,2.1,30.0,16299
16328,skoda, Scala,2020,Manual,55,Petrol,4.74,1.0,145.0,17495
12198,bmw, X7,2019,Semi-Auto,10,Diesel,7.49,3.0,145.0,76970
18013,vw, Arteon,2019,Manual,3248,Diesel,4.5,2.0,145.0,24690
15711,hyundi, Santa Fe,2017,Semi-Auto,37123,Diesel,5.5,2.2,150.0,19899
18094,vw, Beetle,2015,Manual,26196,Petrol,5.5,1.4,205.0,11000
17638,vw, Amarok,2019,Automatic,6822,Diesel,7.0,3.0,260.0,30700
16418,skoda, Rapid,2018,Semi-Auto,13553,Petrol,3.99,1.0,145.0,11795
17341,merc, V Class,2018,Manual,30577,Diesel,5.08,2.1,145.0,19990
12466,audi, A8,2018,Automatic,11300,Diesel,4.67,3.0,145.0,34399
18571,vw, Scirocco,2016,Manual,22687,Diesel,4.25,2.0,20.0,15199
16449,vauxhall, GTC,2015,Manual,33217,Diesel,3.91,2.0,125.0,7280
19133,audi, A8,2019,Automatic,5900,Diesel,4.67,3.0,145.0,48000
18228,bmw, i3,2017,Automatic,24041,Hybrid,0.5,0.0,0.0,21495
14031,vw, Scirocco,2017,Manual,44081,Petrol,4.99,2.0,145.0,14075
14233,ford, Galaxy,2016,Automatic,24664,Diesel,4.5,2.0,150.0,19500
15137,bmw, 7 Series,2019,Automatic,7414,Diesel,5.25,3.0,145.0,47890
16284,vw, Tiguan Allspace,2020,Semi-Auto,2334,Petrol,6.57,1.5,145.0,29399
15868,ford, Grand C-MAX,2018,Manual,21384,Petrol,4.33,1.0,145.0,11999
17964,skoda, Rapid,2014,Semi-Auto,40468,Petrol,4.83,1.4,145.0,7495
13289,merc, V Class,2018,Automatic,15232,Diesel,4.83,2.1,145.0,19750
19266,vw, Caravelle,2019,Semi-Auto,6280,Diesel,7.0,2.0,145.0,46795
19588,vw, Shuttle,2018,Semi-Auto,16203,Diesel,4.99,2.0,145.0,27994
14704,ford, Galaxy,2017,Manual,35495,Diesel,4.16,2.0,125.0,17999
17741,merc, M Class,2013,Automatic,84000,Diesel,5.25,2.1,205.0,17500
17237,ford, Grand C-MAX,2017,Manual,11373,Petrol,4.33,1.0,30.0,11891
17034,vauxhall, Combo Life,2019,Manual,7300,Petrol,5.57,1.2,145.0,14990
12856,ford, Tourneo Custom,2017,Manual,33650,Diesel,5.33,2.0,235.0,17995
19143,bmw, Z4,2019,Automatic,467,Petrol,6.08,2.0,145.0,32970
14566,audi, RS5,2019,Automatic,2000,Petrol,7.81,2.9,145.0,53990
17941,skoda, Rapid,2017,Manual,33599,Diesel,3.17,1.6,145.0,9185
12741,ford, Edge,2016,Manual,27500,Diesel,4.83,2.0,160.0,17900
13910,ford, Grand C-MAX,2017,Manual,25243,Diesel,3.66,1.5,30.0,12498
18166,vw, Scirocco,2015,Manual,90000,Diesel,4.41,2.0,30.0,9475
12679,ford, Grand Tourneo Connect,2016,Manual,30000,Diesel,3.83,1.5,125.0,13995
17823,vw, Arteon,2019,Manual,100,Diesel,4.5,2.0,150.0,25390
12616,toyota, GT86,2017,Manual,14345,Petrol,6.5,2.0,150.0,17000
14906,toyota, Hilux,2018,Automatic,16734,Diesel,6.5,2.4,265.0,23994
19480,merc, GLS Class,2017,Automatic,26452,Diesel,6.32,3.0,305.0,38343
12404,audi, A7,2017,Semi-Auto,34132,Diesel,3.75,3.0,30.0,21150
14654,skoda, Rapid,2017,Manual,32657,Diesel,3.17,1.6,0.0,8485
12051,vw, Arteon,2019,Automatic,7865,Diesel,4.67,2.0,145.0,28995
16714,vw, Tiguan Allspace,2019,Semi-Auto,5000,Diesel,5.33,2.0,150.0,26999
19494,vw, Shuttle,2019,Manual,3615,Diesel,6.16,2.0,145.0,20480
17444,toyota, Prius,2018,Automatic,20252,Hybrid,2.75,1.8,135.0,22000
16879,ford, KA,2018,Manual,5007,Petrol,4.08,1.2,145.0,8299
17522,skoda, Rapid,2016,Manual,49093,Diesel,3.17,1.6,0.0,6985
18082,hyundi, Santa Fe,2016,Manual,10200,Diesel,5.08,2.2,200.0,17390
19058,toyota, Verso,2017,Automatic,33989,Other,5.41,1.8,165.0,14800
16026,skoda, Scala,2020,Manual,5234,Petrol,4.74,1.0,145.0,16490
13200,audi, A8,1997,Automatic,122000,Petrol,12.45,4.2,265.0,4650
13675,hyundi, IX20,2016,Manual,28500,Petrol,4.67,1.4,125.0,8189
12640,ford, Grand Tourneo Connect,2015,Manual,54429,Diesel,3.99,1.6,125.0,10499
12978,hyundi, Santa Fe,2018,Manual,21588,Diesel,4.99,2.2,145.0,20842
14076,merc, S Class,2019,Semi-Auto,4688,Petrol,7.42,4.0,150.0,109995
14577,merc, GLB Class,2020,Semi-Auto,29,Diesel,5.08,2.0,145.0,39480
13575,merc, M Class,2013,Automatic,51800,Diesel,5.25,2.1,200.0,15990
18682,bmw, 7 Series,2019,Semi-Auto,706,Diesel,5.33,3.0,145.0,52700
18078,audi, Q8,2019,Automatic,945,Diesel,7.0,3.0,145.0,56000
18478,merc, GL Class,2015,Automatic,42073,Diesel,4.25,2.1,125.0,15999
19141,merc, X-CLASS,2019,Automatic,39,Diesel,6.57,2.3,260.0,28675
16974,bmw, X7,2019,Semi-Auto,17561,Petrol,9.48,3.0,145.0,67989
16006,audi, RS6,2015,Automatic,24987,Petrol,8.0,4.0,315.0,44950
12653,skoda, Yeti,2013,Manual,67235,Diesel,4.99,2.0,200.0,6688
16813,ford, Edge,2017,Semi-Auto,20045,Diesel,4.83,2.0,160.0,20750
16936,bmw, M4,2017,Automatic,5735,Petrol,7.24,3.0,145.0,39950
14033,ford, Edge,2017,Semi-Auto,41726,Diesel,4.83,2.0,160.0,18998
18363,vauxhall, GTC,2016,Automatic,44310,Petrol,5.5,1.4,200.0,9240
16900,ford, Edge,2017,Manual,22922,Diesel,4.83,2.0,160.0,19999
18025,vauxhall, Combo Life,2019,Manual,17957,Diesel,4.41,1.5,145.0,15990
13848,merc, S Class,2015,Automatic,46757,Diesel,4.91,3.0,205.0,25460
16208,audi, Q8,2019,Semi-Auto,4488,Diesel,7.0,3.0,145.0,48995
13841,toyota, Verso,2016,Semi-Auto,13992,Petrol,5.41,1.8,165.0,13490
14265,merc, SLK,2001,Automatic,48172,Petrol,7.84,2.3,325.0,3990
18586,ford, KA,2018,Manual,10691,Petrol,4.91,1.2,150.0,9500
12925,ford, Galaxy,2017,Manual,32750,Diesel,4.16,2.0,125.0,18999
18548,vw, Arteon,2019,Automatic,1000,Diesel,6.24,2.0,145.0,34000
12493,vw, Beetle,2013,Manual,38333,Petrol,6.32,2.0,235.0,10400
18806,toyota, Prius,2013,Automatic,58852,Other,3.66,1.8,10.0,17995
14276,vw, Amarok,2018,Automatic,5673,Diesel,7.0,3.0,260.0,32000
18194,skoda, Rapid,2015,Manual,28301,Petrol,4.08,1.2,20.0,7990
17162,hyundi, Santa Fe,2020,Semi-Auto,6000,Diesel,6.0,2.2,150.0,36999
18698,merc, S Class,2015,Semi-Auto,29036,Diesel,4.67,3.0,160.0,24998
12646,vw, Scirocco,2017,Automatic,34203,Diesel,3.75,2.0,145.0,17000
18259,toyota, Avensis,2016,Manual,29535,Diesel,3.5,1.6,20.0,9499
16487,bmw, M5,2012,Automatic,51000,Petrol,8.25,4.4,555.0,23995
17871,ford, Grand C-MAX,2017,Manual,4040,Petrol,4.33,1.0,145.0,14500
12207,hyundi, IX20,2017,Manual,10279,Petrol,4.67,1.4,145.0,9795
14600,vw, Scirocco,2017,Manual,24481,Diesel,4.25,2.0,150.0,16299
15106,vw, Amarok,2019,Automatic,6898,Diesel,7.0,3.0,260.0,34900
16533,vw, Scirocco,2016,Manual,17141,Diesel,4.25,2.0,20.0,15940
19146,vw, Arteon,2019,Automatic,6000,Diesel,4.67,2.0,145.0,28990
18894,vw, Amarok,2018,Automatic,13764,Diesel,6.5,3.0,260.0,27900
13800,ford, Galaxy,2016,Automatic,35646,Diesel,4.58,2.0,160.0,17750
18243,ford, KA,2013,Manual,17427,Petrol,4.08,1.2,30.0,5300
15659,skoda, Yeti,2017,Manual,19956,Diesel,3.75,2.0,145.0,13750
18780,ford, Galaxy,2016,Manual,27315,Diesel,4.16,2.0,125.0,18000
18933,toyota, Prius,2017,Automatic,9891,Hybrid,2.75,1.8,0.0,20000
14400,vw, Beetle,2016,Manual,21930,Petrol,4.58,1.2,125.0,10941
13598,merc, CLA Class,2020,Automatic,3600,Petrol,7.08,2.0,145.0,54900
16243,ford, Tourneo Custom,2019,Manual,1410,Diesel,7.81,2.0,145.0,26922
19046,toyota, Prius,2018,Automatic,59191,Other,1.0,1.8,135.0,18150
14995,ford, Galaxy,2016,Manual,23300,Diesel,4.16,2.0,125.0,17990
16156,vw, Caravelle,2011,Automatic,86000,Diesel,6.84,2.0,325.0,19995
12780,merc, GLS Class,2019,Automatic,11607,Diesel,6.32,3.0,145.0,44990
17230,ford, Grand Tourneo Connect,2017,Manual,4856,Diesel,3.83,1.5,145.0,13998
19154,toyota, Prius,2018,Automatic,10549,Hybrid,2.5,1.8,135.0,20950
17170,hyundi, Santa Fe,2017,Semi-Auto,12957,Diesel,5.5,2.2,240.0,19498
14155,bmw, i3,2017,Automatic,17338,Hybrid,0.5,0.0,135.0,19495
17308,bmw, X4,2019,Semi-Auto,6449,Diesel,6.32,3.0,145.0,41999
13255,merc, V Class,2017,Semi-Auto,41298,Diesel,5.16,2.2,205.0,29998
14311,bmw, X4,2019,Automatic,2188,Petrol,8.74,3.0,145.0,42460
19393,toyota, Prius,2019,Automatic,3982,Hybrid,3.83,1.8,135.0,22990
12301,toyota, Prius,2016,Automatic,48297,Hybrid,2.75,1.8,0.0,17650
18687,vauxhall, GTC,2015,Manual,32160,Petrol,5.25,1.6,160.0,8790
17760,audi, RS3,2017,Automatic,38000,Petrol,6.92,2.5,150.0,31888
14908,vw, Tiguan Allspace,2019,Automatic,7971,Diesel,6.0,2.0,145.0,26995
13431,merc, V Class,2019,Manual,5000,Diesel,5.08,2.1,145.0,24990
18937,audi, Q8,2020,Automatic,3522,Diesel,7.66,4.0,145.0,84496
18506,vw, Beetle,2017,Manual,30456,Diesel,3.5,2.0,150.0,13981
19464,bmw, 6 Series,2017,Automatic,23954,Petrol,6.41,3.0,260.0,23400
14547,ford, Tourneo Custom,2017,Manual,23838,Diesel,5.25,2.0,150.0,19490
16274,ford, Galaxy,2016,Manual,87180,Diesel,4.16,2.0,125.0,14500
15587,bmw, X4,2017,Semi-Auto,18441,Diesel,4.33,2.0,145.0,23000
16201,skoda, Kamiq,2019,Manual,458,Petrol,4.74,1.0,150.0,16991
15510,hyundi, Santa Fe,2019,Semi-Auto,5883,Diesel,6.0,2.2,145.0,33791
17859,bmw, X4,2019,Semi-Auto,1852,Diesel,5.82,3.0,145.0,37980
14084,vw, Amarok,2017,Automatic,25624,Diesel,6.5,3.0,260.0,25995
12842,ford, Edge,2018,Semi-Auto,12815,Diesel,4.83,2.0,150.0,22795
18313,vauxhall, Zafira Tourer,2017,Manual,21000,Diesel,3.75,1.6,145.0,12295
13822,vw, Caddy Life,2020,Manual,1700,Diesel,4.58,2.0,150.0,22000
13743,audi, RS3,2020,Automatic,10,Petrol,7.81,2.5,145.0,42490
15657,bmw, X4,2019,Semi-Auto,7414,Diesel,5.5,2.0,145.0,35480
13428,ford, KA,2013,Manual,22995,Petrol,4.08,1.2,30.0,4391
16488,ford, Grand C-MAX,2016,Manual,34883,Diesel,3.83,2.0,30.0,11998
17023,vw, Scirocco,2018,Manual,30532,Diesel,4.41,2.0,145.0,16495
15880,ford, Mustang,2019,Automatic,1055,Petrol,10.64,5.0,145.0,37991
16626,bmw, 7 Series,2020,Semi-Auto,3500,Diesel,5.57,3.0,145.0,53995
18385,toyota, Prius,2010,Automatic,67000,Hybrid,3.33,1.8,0.0,6995
19302,audi, A7,2019,Automatic,15302,Diesel,4.99,2.0,145.0,31720
19063,ford, Galaxy,2016,Manual,33883,Diesel,4.16,2.0,125.0,14999
16416,toyota, Prius,2018,Automatic,44512,Hybrid,2.5,1.8,135.0,17995
19186,vw, Scirocco,2016,Manual,32526,Petrol,4.5,1.4,125.0,14382
12421,vw, Shuttle,2019,Semi-Auto,10000,Diesel,7.17,2.0,150.0,34950
15939,vw, CC,2016,Automatic,54355,Diesel,3.99,2.0,125.0,10712
14971,bmw, Z4,2019,Semi-Auto,7363,Petrol,6.16,2.0,145.0,27450
16249,merc, CLS Class,2013,Semi-Auto,64777,Diesel,4.99,3.0,205.0,14972
16100,merc, CLS Class,2019,Semi-Auto,7301,Diesel,4.91,2.9,145.0,42900
14801,ford, KA,2013,Manual,33761,Petrol,4.08,1.2,30.0,4500
18138,audi, SQ5,2017,Automatic,27000,Petrol,6.92,3.0,150.0,36950
17046,hyundi, IX20,2018,Manual,3250,Petrol,6.32,1.6,145.0,12995
12084,skoda, Scala,2019,Manual,3501,Petrol,4.74,1.0,145.0,15490
18661,audi, RS5,2019,Semi-Auto,2469,Petrol,7.92,2.9,150.0,56400
17430,bmw, X4,2019,Semi-Auto,8515,Diesel,5.5,2.0,145.0,34000
16752,bmw, 6 Series,2020,Semi-Auto,11,Petrol,5.5,2.0,145.0,33999
19529,skoda, Rapid,2013,Manual,29750,Petrol,4.5,1.2,125.0,5495
15544,toyota, Prius,2013,Automatic,52217,Hybrid,1.75,1.8,0.0,13522
12997,ford, Edge,2017,Semi-Auto,25725,Diesel,4.91,2.0,145.0,22511
15560,skoda, Yeti,2017,Manual,13591,Petrol,4.58,1.2,145.0,15495
16273,ford, Edge,2017,Automatic,19039,Diesel,4.83,2.0,160.0,20000
13104,merc, SLK,2006,Automatic,75000,Petrol,8.4,3.5,555.0,4995
16336,skoda, Yeti,2014,Manual,43429,Diesel,3.83,1.6,30.0,9000
15333,merc, GLS Class,2018,Semi-Auto,41102,Petrol,10.23,5.5,145.0,64999
18089,hyundi, Santa Fe,2020,Semi-Auto,1801,Diesel,5.91,2.2,145.0,35995
17874,ford, KA,2016,Manual,30225,Petrol,4.08,1.2,30.0,5666
19347,skoda, Scala,2019,Semi-Auto,5000,Petrol,4.99,1.0,145.0,16250
17270,toyota, GT86,2014,Manual,39761,Petrol,6.5,2.0,265.0,13000
14902,skoda, Yeti,2015,Manual,32800,Diesel,4.74,2.0,165.0,10480
15948,bmw, 6 Series,2019,Semi-Auto,7994,Petrol,5.5,2.0,145.0,31999
18075,vw, Amarok,2019,Automatic,16898,Diesel,7.0,3.0,260.0,27990
16060,skoda, Kamiq,2019,Semi-Auto,1500,Petrol,5.41,1.5,145.0,22500
18851,ford, Grand Tourneo Connect,2015,Manual,30760,Diesel,3.99,1.6,115.0,10995
18556,merc, X-CLASS,2017,Automatic,11447,Diesel,6.57,2.3,260.0,31000
15116,skoda, Kamiq,2020,Manual,1500,Petrol,4.74,1.0,145.0,18490
